year,date,type,agencies_slug_uq,agencies_id_uq,agencies_acronym_uq,agency_names,agency_slugs,document_number,title,editorial_note,filing_type,json_url,indicator
2017,2017-01-17,Notice,transportation-department,492,DOT,Federal Transit Administration,federal-transit-administration,2017-00918,Programmatic Assessment of Greenhouse Gas Emissions from Transit Projects,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-00918,0
2017,2017-01-17,Notice,transportation-department,492,DOT,National Highway Traffic Safety Administration,national-highway-traffic-safety-administration,2017-00977,"Federal Motor Vehicle Theft Prevention Standard; Exemption Approvals: General Motors, LLC",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-00977,0
2017,2017-01-17,Notice,transportation-department,492,DOT,Transportation Department,transportation-department,2017-00984,Contracting Initiative,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-00984,0
2017,2017-01-17,Notice,transportation-department,492,DOT,National Highway Traffic Safety Administration,national-highway-traffic-safety-administration,2017-01003,"Petitions for Inconsequential Noncompliance; Denials: PACCAR, Inc.",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01003,0
2017,2017-01-17,Notice,transportation-department,492,DOT,National Highway Traffic Safety Administration,national-highway-traffic-safety-administration,2017-01004,"Petitions for Inconsequential Noncompliance; Approvals: General Motors, LLC",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01004,0
2017,2017-01-17,Notice,transportation-department,492,DOT,National Highway Traffic Safety Administration,national-highway-traffic-safety-administration,2017-01005,"Petitions for Inconsequential Noncompliance; Denials: BMW Group of America, LLC",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01005,0
2017,2017-01-17,Notice,transportation-department,492,DOT,National Highway Traffic Safety Administration,national-highway-traffic-safety-administration,2017-01006,"Petitions for Inconsequential Noncompliance; Approvals: Mercedes-Benz USA, LLC",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01006,0
2017,2017-01-17,Notice,treasury-department,497,TREAS,Foreign Assets Control Office,foreign-assets-control-office,2017-00920,Blocking or Unblocking of Persons and Properties,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-00920,0
2017,2017-01-17,Notice,treasury-department,497,TREAS,Foreign Assets Control Office,foreign-assets-control-office,2017-01040,Blocking or Unblocking of Persons and Properties,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01040,0
2017,2017-01-17,Notice,u-s-china-economic-and-security-review-commission,505,USCC,U.S.-China Economic and Security Review Commission,u-s-china-economic-and-security-review-commission,2017-00948,Public Hearings,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-00948,0
2017,2017-01-17,Presidential Document,executive-office-of-the-president,538,EOP,Executive Office of the President,executive-office-of-the-president,2017-01197,Sudan: Recognizing Positive Government Actions and Revoking Certain Sanctions (EO 13761),,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01197,0
2017,2017-01-17,Presidential Document,executive-office-of-the-president,538,EOP,Executive Office of the President,executive-office-of-the-president,2017-01327,California Coastal National Monument; Boundary Enlargement (Proc. 9563),,special,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01327,0
2017,2017-01-17,Presidential Document,executive-office-of-the-president,538,EOP,Executive Office of the President,executive-office-of-the-president,2017-01332,Cascade-Siskiyou National Monument; Boundary Enlargement (Proc. 9564),,special,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01332,0
2017,2017-01-17,Presidential Document,executive-office-of-the-president,538,EOP,Executive Office of the President,executive-office-of-the-president,2017-01342,Birmingham Civil Rights National Monument; Establishment (Proc. 9565),,special,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01342,0
2017,2017-01-17,Presidential Document,executive-office-of-the-president,538,EOP,Executive Office of the President,executive-office-of-the-president,2017-01349,Freedom Riders National Monument; Establishment (Proc. 9566),,special,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01349,0
2017,2017-01-17,Presidential Document,executive-office-of-the-president,538,EOP,Executive Office of the President,executive-office-of-the-president,2017-01359,"Middle East Peace Process, Terrorists Who Threaten To Disrupt; Continuation of National Emergency (Notice of January 13, 2017)",,special,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01359,0
2017,2017-01-17,Proposed Rule,agriculture-department,12,USDA,Agricultural Marketing Service,agricultural-marketing-service,2017-00586,National Organic Program: Sunset 2017 Amendments to National List,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-00586,0
2017,2017-01-17,Proposed Rule,agriculture-department,12,USDA,Agricultural Marketing Service,agricultural-marketing-service,2017-00599,"Organic Research, Promotion, and Information Orders",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-00599,0
2017,2017-01-17,Proposed Rule,agriculture-department,12,USDA,Agricultural Marketing Service,agricultural-marketing-service,2017-00601,"Organic Research, Promotion, and Information Orders",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-00601,0
2017,2017-01-17,Proposed Rule,commerce-department,54,DOC,National Oceanic and Atmospheric Administration,national-oceanic-and-atmospheric-administration,2017-00623,International Fisheries: 2017 and 2018 Commercial Fishing Restrictions for Pacific Bluefin Tuna in Eastern Pacific Ocean,,special,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-00623,0
2017,2017-01-17,Proposed Rule,commerce-department,54,DOC,National Oceanic and Atmospheric Administration,national-oceanic-and-atmospheric-administration,2017-00859,"Fisheries of Caribbean, Gulf of Mexico, and South Atlantic: Snapper-Grouper Fishery of South Atlantic Region; Amendment 36",,special,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-00859,0
2017,2017-01-17,Proposed Rule,commerce-department,54,DOC,National Oceanic and Atmospheric Administration,national-oceanic-and-atmospheric-administration,2017-00901,Pacific Island Fisheries: 2016 Annual Catch Limits and Accountability Measures,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-00901,0
2017,2017-01-17,Proposed Rule,energy-department,136,DOE,Energy Department,energy-department,2016-31665,Energy Conservation Programs: Standards for Dedicated-Purpose Pool Pumps,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2016-31665,0
2017,2017-01-17,Proposed Rule,general-services-administration; national-aeronautics-and-space-administration; defense-department,210; 301; 103,GSA; NASA; DOD,General Services Administration; Defense Department; National Aeronautics and Space Administration,general-services-administration; national-aeronautics-and-space-administration; defense-department,2017-00480,Federal Acquisition Regulations: Sustainable Acquisition,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-00480,0
2017,2017-01-17,Proposed Rule,health-and-human-services-department,221,HHS,Health and Human Services Department,health-and-human-services-department,2017-00742,Confidentiality of Substance Use Disorder Patient Records,"A minor change was made to this document after it was placed on public inspection. A copy of the agency's change request is available for inspection at the Office of the Federal Register. This document will remain on public inspection through the close of business on Wednesday, January 18, 2017.",special,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-00742,0
2017,2017-01-17,Proposed Rule,homeland-security-department,227,DHS,Coast Guard,coast-guard,2017-00861,"Special Local Regulations: Pago Pago Harbor, American Samoa",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-00861,0
2017,2017-01-17,Proposed Rule,homeland-security-department,227,DHS,Coast Guard,coast-guard,2017-01050,"Safety Zones: San Francisco, CA",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01050,0
2017,2017-01-17,Proposed Rule,housing-and-urban-development-department,228,HUD,Housing and Urban Development Department,housing-and-urban-development-department,2017-00911,Housing Opportunity through Modernization Act: Implementation of Various Section 8 Voucher Provisions,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-00911,0
2017,2017-01-17,Proposed Rule,interior-department,253,DOI,National Park Service,national-park-service,2017-01060,General Provisions; Electronic Cigarettes; Withdrawal,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01060,0
2017,2017-01-17,Proposed Rule,interior-department,253,DOI,Indian Affairs Bureau,indian-affairs-bureau,2017-01061,Membership of Bureau of Indian Education Accountability Negotiated Rulemaking Committee,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01061,0
2017,2017-01-17,Proposed Rule,nuclear-regulatory-commission,383,NRC,Nuclear Regulatory Commission,nuclear-regulatory-commission,2016-31986,Certificate of Compliance Corrections and Revisions; Regulatory Issue Summary,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2016-31986,0
2017,2017-01-17,Proposed Rule,transportation-department,492,DOT,Federal Aviation Administration,federal-aviation-administration,2017-00658,Airworthiness Directives: GROB Aircraft AG Gliders,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-00658,0
2017,2017-01-17,Proposed Rule,transportation-department,492,DOT,Federal Aviation Administration,federal-aviation-administration,2017-00890,Airworthiness Directives: Rolls-Royce plc Turbofan Engines,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-00890,0
2017,2017-01-17,Proposed Rule,transportation-department,492,DOT,Pipeline and Hazardous Materials Safety Administration,pipeline-and-hazardous-materials-safety-administration,2017-00913,Hazardous Materials: Volatility of Unrefined Petroleum Products and Class 3 Materials,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-00913,0
2017,2017-01-17,Proposed Rule,treasury-department,497,TREAS,Internal Revenue Service,internal-revenue-service,2017-00636,Inversions and Related Transactions; Partial Withdrawal,,special,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-00636,0
2017,2017-01-17,Proposed Rule,treasury-department,497,TREAS,Internal Revenue Service,internal-revenue-service,2017-00637,Inversions and Related Transactions; Cross-Reference to Temporary Regulations,,special,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-00637,0
2017,2017-01-17,Proposed Rule,treasury-department,497,TREAS,Internal Revenue Service,internal-revenue-service,2017-00876,Definitions of Qualified Matching Contributions and Qualified Nonelective Contributions,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-00876,0
2017,2017-01-17,Rule,architectural-and-transportation-barriers-compliance-board,28,ATBCB,Architectural and Transportation Barriers Compliance Board,architectural-and-transportation-barriers-compliance-board,2017-00395,Information and Communication Technology Standards and Guidelines,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-00395,0
